"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"x51";"x52";"x53";"x54";"x55";"x56";"x57";"x58";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x68";"x69";"x70";"x71";"x72";"x73";"x74";"x75";"x76";"x77";"x78";"x79";"x80";"x81";"x82";"x83";"x84";"x85";"x86";"x87";"x88";"x89";"x90";"x91";"x92";"x93";"x94";"x95";"x96";"x97";"x98";"x99";"x100";"x101";"x102";"x103";"x104";"x105";"x106";"x107";"x108";"x109";"x110";"x111";"x112";"x113";"x114";"x115";"x116";"x117";"x118";"x119";"x120";"x121";"x122";"x123";"x124";"x125";"x126";"x127";"x128";"x129";"x130";"x131";"x132";"x133";"x134";"x135";"x136";"x137";"x138";"x139";"x140";"x141";"x142";"x143";"x144";"x145";"x146";"x147";"x148";"x149";"x150";"x151";"x152";"x153";"x154";"x155";"x156";"x157";"x158";"x159";"x160";"x161";"x162";"x163";"x164";"x165";"x166";"x167";"x168";"x169";"x170";"x171";"x172";"x173";"x174";"x175";"x176";"x177";"x178";"x179";"x180";"x181";"x182";"x183";"x184";"x185";"x186";"x187";"x188";"x189";"x190";"x191";"x192";"x193";"x194";"x195";"x196";"x197";"x198";"x199";"x200";"y"
3,41;0,93;-5,68;8,39;-8,6;3,18;-11,14;-6,92;10,23;-9,22;15,69;16,31;5,11;19,3;19,45;2,09;5,06;10,1;-14,9;22,27;4,74;23,58;13,96;-16,81;-10,56;16,4;15,93;5;-10,19;-21,96;-13,98;14,75;21,08;10,95;15,6;-15,24;-0,56;6,77;-4,11;-5,33;22,8;21,55;14,59;11,31;45,76;-20,95;-11,23;29,42;21,79;10,66;7,79;-36,81;0,98;4,87;-14,78;1,17;1,72;-13,1;31,3;21,27;-45,9;39,79;-1,75;-12,58;-21,7;-0,17;52,46;-12,02;2,12;43,47;31,05;50,5;-1,33;2,56;3,95;-33,58;-16,94;22,92;51,99;-67,24;36,2;-1,32;-0,46;-12,98;23,77;-3,46;-18,1;-6,56;-57,75;-47,32;10,8;-26,88;70,33;13,27;-14,19;5,08;-47,26;-72,35;1,21;-35,92;40,12;28,5;-108,49;-25,95;6,13;83,27;-31,82;27,11;-12,2;-10,99;-40,79;51,45;-124,52;-2,55;30,32;40,98;9,14;-35,05;-4,37;86,55;-12,27;77,06;-41,34;55,49;-3,81;27,28;-1,52;-74,13;39,62;99,36;-49,42;12,62;11,14;-140,87;113,38;3,85;96,63;168,51;91,02;11,57;-109,01;23,74;-43,26;-127,29;21,47;-62,51;-42,84;92,1;-0,14;31,81;-50,58;-6,09;2,47;39,55;-63,06;-37,31;-64,23;75,9;15,65;3,88;37,53;138,02;3,84;-81,84;14,47;-74,67;-4,41;-36,26;100,85;-151,37;150,96;-51,67;46,96;-58,12;-48,31;115,35;-90,62;33,3;-16,44;86,36;229,8;-72,61;-15,62;78,84;127,07;133,11;-120,08;67,14;225,92;54,37;-25,87;126,13;184,3;-19,63;-43,12;113,19;-42,58;-158,08;433,78;-73,96;113,13
14,57;4,48;-8,91;17,98;-10,57;5,51;-2,86;-8,54;4,91;9,42;8,42;8,74;-12,49;7,75;14,68;-5,42;-2,6;17,63;-12,79;10,87;4,33;5,02;5,24;-2,92;-2,98;-8,65;13,05;-30,34;-10,54;-8,6;-12,05;20,71;13,87;-9,61;2,82;2,37;2,36;7,18;18,22;3,08;23,05;17,57;-1,44;-0,56;42,99;-6,46;-10,93;25,6;23,78;49,72;29,37;-25,29;23,87;-8,11;7,55;19,64;25,24;-3,59;22,46;-9,12;-33,15;21,69;-31,2;-27,7;-3,39;8,15;32,23;-17,28;25,9;39,22;56,82;7,45;-7,72;-20,16;-33,03;-27,51;2,1;-3,08;23,51;-0,99;23,89;-14,49;-2,85;-0,97;13,95;-22,63;-120,63;45,52;-28,85;10,21;-12,67;-4,15;5,42;13,37;-79,9;-167,53;24,4;-87,33;-5,77;9,31;211,66;-21,25;-40,07;-20,96;-19,66;17,81;153,08;-6,97;12,81;-53,8;73,1;28,1;-65,02;2,94;10,78;0,19;28,37;-35,85;3,52;66,89;93,76;55,83;15,85;57,77;41,41;85,43;-54,24;-14,69;-112,94;-19,85;-32,81;223,64;18,74;-73,65;-74,29;20,99;51,14;117,62;22,13;86;-42,3;-19,35;-15,59;-5,06;-203,64;-12,73;642,09;64,66;-450,54;-3,36;33,08;-17,17;-329,44;568,34;2,9;89,51;-54,28;-32,18;261,02;222,23;151,96;76,64;-22,85;3,07;-33,44;-55,74;276,75;51,61;16,13;21,63;165,64;-76,78;26,41;-142,62;8,52;136,79;-87,86;0,04;68,25;69,71;13,97;22,58;127,16;-492,49;10,24;-27,38;60,85;17,24;-217,98;20,01;426,8;-32,52;52,13;-18,47;41,1;24,42;-328,18;153,59;270,96;-277,13;132,02
3,53;4,5;12,17;4,1;-4,41;0,51;-0,67;-7,59;0,28;-0,37;15,75;5,64;-3,78;17,28;20,04;1,22;13,49;26,09;28,24;14,13;9,64;26,74;2,75;-7,57;1,41;-7,05;8,46;-2,2;12,9;-6,36;-13,27;4,94;11,09;9,85;-11,37;-48,05;5,88;-2,48;9,4;13,43;-17,06;16,49;-2,63;-0,73;-29,46;1,29;-11,93;-7,78;-4,44;33,15;17,39;-28,66;-37,71;-12,5;-19,77;-12,12;-14,98;5,91;-8,45;11,33;52,55;-38;-18,36;74,89;-32,62;-7,3;12,69;2,43;-2,95;34,46;51,12;47,58;16,95;1,54;-5,45;-23,02;-35,85;17,98;-16,95;28,9;-17,25;8,02;2,44;-29,24;20,19;-20,93;-43,54;0,14;-34,81;-51,24;7,63;-13,07;12,84;5,07;-35,6;-30,03;-27,14;61,57;14,87;-23,53;72,52;-51,77;-83,88;-8,22;20,71;14,57;34,08;13,18;-25,96;-49,44;-31,87;60,16;-75,21;12,56;11,63;33,95;5,6;-11,68;0,81;66,83;7,75;-75,39;-15,37;-48,67;10,76;26,29;-30,35;-76,67;15,88;76,58;81,1;56,28;5,03;-111;96,6;12,34;-63,7;-114,81;53,73;-34,34;-70,68;24,02;16,38;103,75;4,69;-33,81;54,58;-15,1;-109,1;-0,38;-41,22;60,97;-8,87;198,35;-87,63;-31,6;79,68;14,11;27,16;50,93;50,97;131,38;37,05;-66,07;26,78;-4,65;55,9;-69,24;-113,76;185,61;-333,89;-51,81;23,42;-207,08;-56,96;49,9;-92,27;81,49;-100,38;-99,87;204,9;-112,97;-32,2;-28,11;87,87;267,97;-95,42;19,02;256,41;76,36;71,75;150,4;-149,33;-59,98;-85,55;124,64;-59,4;-177,28;-170,49;-154,71;-19,07
-3,47;-0,92;0,4;7,21;0,76;-7,02;11,38;-2,25;1,88;-5,15;5,91;11,4;-0,82;-4,04;23,1;1,95;10,94;-0,2;18,1;16,38;10,82;23,64;13,2;2,92;7,45;-5,81;11,79;-1,9;14,31;-11,41;-20,2;-3,51;6,45;14,06;3,44;-25,6;-1,76;-3,8;18,06;1,79;5,55;28,81;5,86;10,78;-26,64;-12,46;6,57;-1,82;-3,84;29,98;32,35;-39,92;8,6;1,66;-22,1;-12,81;-1,05;13,21;4,15;23,83;30,55;14,24;-12,81;17,56;-10,12;5,1;15,23;29,62;5;29,49;70,07;21,44;-4,32;8,98;-5,75;-5,67;-68,03;18,17;-2,58;22,08;-5,4;15,16;-12,38;-25,25;-2,89;-36,4;-71,08;16,94;-12,89;-14,82;5,08;11,98;-5,01;28,08;-70,81;-66,67;-38,75;-41,74;-54,59;28,52;157,19;-34,59;-64,55;-37,28;40,91;30,52;88,64;-40,21;12,85;-39,44;-22,67;42,76;-68,09;45,19;-7,94;-35,33;-37,19;-15,59;-49,44;23,35;54,89;-47,49;3,33;11,08;46,84;59,17;-82,49;-18,98;1,23;32,48;12,96;134,83;-93,4;-13,53;-6,04;0,81;-24,91;-36,86;12,46;-56,07;-1,5;62,84;18,67;52,87;-43,74;-19,94;203,61;36,83;-242,42;25;-50,52;22,6;-76,69;361,52;4,61;-1,49;94,49;58,53;88,57;89,06;114,25;133,57;-28,93;40,34;-37,21;70,23;139,28;-35,31;0,25;51,49;-120,17;-98,81;-2,19;-259,42;-70,96;8,14;-61,96;25;-61,32;6,41;39,25;-4,41;24;-101,09;91,01;121,06;-49,17;132,42;0,87;-56,32;167,4;109,01;-117,13;-114,27;-14,45;73,41;-187,9;-45,95;-215,25;-232,03;7,63
-1,41;-6,48;3,86;7,12;-0,86;-0,67;-5,55;-10,31;12,86;-13,69;20,44;12,65;-14,09;10,37;5,26;22,25;-1,53;6,38;6,38;20,75;4,02;-17,05;1,95;21,1;9,93;0,34;6,89;-13,81;3,27;-8,14;-11,23;21,55;20,85;15,17;-5,61;-7,12;9,52;-3,13;53,19;12,09;0,25;9,95;-12,76;1,87;7,51;2,63;-14,58;7,26;15,99;39,66;40,62;-14,16;-5,96;-8,95;-15,24;-33,19;-31,41;-0,5;2,95;-11,29;24,53;-5,86;-12,51;8,7;-29,65;-30,01;2,37;9,54;16,35;30,1;76,92;38,41;13,21;2,93;-33,75;-26,7;-131,06;42,71;-7,4;-13,9;-6,02;15,22;4,57;-50,48;19,58;-125,02;-66,34;29,94;-43,28;-76,2;0,35;1,44;41,76;1,15;-117,46;-108,67;-17,41;15,17;4,68;-45,88;183,39;2,85;-115,44;4,53;32,22;14,83;168,86;23,73;-47,89;-27,24;39,09;62,26;-85,46;14,04;25,13;40,45;39,86;-3,01;-22,26;42,1;161,74;0,3;-45,22;-4,92;107,2;-23,15;-134,59;-94,53;-60,42;27,69;44,74;100,79;58,4;-170,6;221,06;-35,93;14,88;35,6;96,57;-198,1;-142,12;23,99;1,37;17,35;63,93;6,31;263,69;16,59;-523,4;-22,59;-97,6;28,31;-47,16;547,6;-161,42;-35,64;14,65;27,26;112,63;153,87;115,63;93,75;30,14;-114,93;55,21;-17,94;257,22;-119,94;-3,41;24,48;-14,58;-96,38;42,2;-585,32;-84,16;69,47;-124,01;-63;-32,38;59,9;314,42;-38,79;-136;-272,65;135,49;136,45;-189,84;50,2;468,18;60,06;319,33;274,32;16,73;-130,08;-164,12;151,2;-237,71;-332,79;31,12;-279,79;2,06
-1,84;4,86;-2,18;2,28;-1,13;-0,35;-2,53;-2,75;12,53;-14,56;14,23;6,57;-3,43;4,16;16,73;8,8;10,64;7,03;12,66;27,26;5,42;17,15;14,7;-6,1;-8,89;-0,23;12,46;-2,42;2,05;-23,95;-6,78;13,8;15,51;23,22;-0,69;-21,4;2,13;-3,49;11,6;9,28;7,68;28,38;2,24;-0,31;0,85;-3,1;-12,18;2,7;-2,11;27,45;20,35;-30,67;-7,06;-4,62;-28,83;-9,65;-6,24;-24,63;12,23;7,91;12,14;13,08;-10,31;7,7;-19,27;-2,77;20,58;-5,05;-0,46;39,75;52,71;22,24;2,37;0,92;-7,98;1,75;-51,21;35,73;-5,99;-7,86;7,24;-2,67;-14,26;-23,88;37,84;-43,49;-41,46;4,89;-66,01;-60,96;-1,35;-9,72;-8,41;16,44;-54,55;-41,63;-15,91;2,4;1,01;-48,24;105,29;-22,85;-136,42;-7,81;17,84;11,57;36,42;-17,94;-18,84;-46,87;-20,51;50,83;-136,81;15,72;51,45;32,91;-0,07;-51,57;-24,85;8,75;41,7;-56,76;-38,74;-12,64;35,39;42,23;-53,56;-53,27;20,38;32,47;29,07;62,57;2,59;-149,79;154,33;20,94;8,54;-15,53;114,34;-49,37;-127,56;48,24;2,15;37,85;12,45;-12,25;69,66;-2,21;-160,78;26,11;-81,85;4,79;-15,01;245,81;-71,56;-13,47;67,83;8,56;46,7;53,33;74,32;171,84;13,06;-98,1;10,89;-104,09;85,16;-75,09;-26,18;63,61;-74,47;-61,01;58,77;-250,43;-71,25;98,52;-115,55;17,01;-8,85;49,36;283,23;-1,21;-38,43;-24,73;169,99;45,86;-192,52;124,24;295,82;25,48;99,26;185,78;-18,76;-85,73;-80,28;117,02;-112,39;-223,69;-104,86;-160,96;3,29
13,61;9,6;14,53;5,12;1,95;1,95;10,06;0,62;-5,46;-4,24;8,59;-6,75;-10,1;3,4;7,95;1,15;16,15;-2,43;22,66;32,94;3,02;4,2;11,83;2,83;5,08;-7,03;7,39;-18,44;9,19;-12,28;-7,15;-11,48;3,15;12,45;-2,01;-11,58;-3,02;-5,3;9,92;4,26;-12,83;22,43;2,98;0,43;-43,37;-19,27;-4,97;-6;-8,48;31,07;26,31;-15,63;5,7;-12,18;-3,46;30,9;30,78;-8,09;7,25;-8,57;12,31;9,98;-33,43;14,71;6,09;3,78;-21,35;10,76;17,26;24,19;42,24;-8,76;-4,74;-15,93;-12,1;22,37;11,1;30,49;-16,19;24,39;-31,14;0,8;-25,06;-43,92;34,92;-1,79;-97,14;43,22;-27,76;-50,3;1,23;12,2;-24,23;20,54;-60,02;-117,05;-20,73;27,4;12,59;-11,51;164,66;-52,92;-89,94;-19,71;38,61;-19,51;119,64;-19,2;-19,32;-25,16;68,63;42,33;-84,07;52,22;14,9;6,39;-47,78;-23,4;-16,05;-27,36;64,35;-81,27;5,85;-23,2;10,61;64,06;-47,57;-17,04;-102,56;-1,33;30,17;174,34;-47,6;-78,04;68,45;3,61;-29,69;-122,78;48,44;89,72;-53,55;71,7;31,57;59,8;-167,93;35,01;526,99;-15,25;-315,43;25,78;-40,32;-12,63;-290,37;394,68;-44,42;-38,26;105,52;63,16;218,39;167,1;121,97;166,61;10,81;-42,48;3,76;-55,07;202,04;-97,64;-63,6;51,59;-185,88;-109;25,09;-87,1;-2,86;-4,18;-98,9;30,09;-38,58;44,76;180,34;24,65;-19,27;-368,55;142,41;19,72;-153,19;69,15;211,79;-15,89;301,11;148,74;-80,91;19,91;-71,39;101,01;-270,1;-154,63;-412,83;-213,53;1,03
3,86;-8,17;-6,71;10,25;-2,26;-4,79;-16,9;4,01;1,49;12,51;17,79;1,45;-4,1;2,91;17,16;3,52;-0,42;-11,9;-15,5;29,98;12,59;16,28;25,31;-0,3;-19,62;5,34;6,18;-7,55;-14,32;-16,46;-18,36;-3,97;15,64;19,34;-2,12;29,58;2,38;1,26;6,37;-1,9;18,19;34,51;-0,82;2,48;32,68;-7,6;9,05;32,47;21,22;27,32;8,38;-23,36;36,62;3,7;-5,01;-15,77;-5,32;15;35,58;31,22;-59,57;31,98;-4,83;-57,1;15,36;-9,65;36,49;33,5;1,34;39,82;45,38;-1,92;-15,71;-13,93;-26,04;15,69;-49,11;36,49;36,31;-2,01;32,57;13,41;-15,36;-61,67;10,55;-48,69;-70,78;17,01;-18,13;-57,83;8,97;-8,02;-22,18;32,95;-77,98;-92,96;3,04;-100,42;-30,92;5,67;146,25;-9,42;-116,44;-31,07;52,86;-1,01;104,51;-1,99;-26,86;-19,57;-4,53;56,85;-85,7;-20,12;0,45;-19,4;31,22;-11,03;-47,03;22,98;69,42;44,76;-1,93;57,16;64,22;78,21;-78,15;-35,35;-7,28;-33,95;-64,31;144,23;-97,84;-41,07;87,51;17,79;77,73;103,17;51,66;-29,68;-44,09;131,44;-5,21;-42,53;-82,36;-7,84;283,81;34,97;-265,3;12,05;-86,58;-42,97;-131,61;363,86;-35,63;45,8;16,82;-92,31;95,65;88,95;133,31;197,79;-13,18;-26,58;-10,06;42,89;157,58;-133,34;52,39;-49,15;180,47;-53,42;18,74;-177,18;-31,13;-42,13;-136,33;-61,27;74,47;61,32;202,97;37,71;-57,9;-166,34;153,17;-112,14;-178,63;134,25;240,8;-82,98;190,06;216,74;40,47;-147,51;-86,32;150,5;-222,11;-228,44;141,47;-191,01;53,06
-0,14;-7,22;9,51;13,44;3,65;2,04;0,95;8,78;-5,27;-5,02;10,21;7,28;-19,3;15,88;24,04;-7,14;19,23;2,96;10,08;22,73;15,18;-3,32;21,05;16,89;-12,74;2,9;-1,62;-14,23;-4,58;-15,41;-12,46;-26,63;-1,11;10,6;11,19;-32,31;-6,36;6,17;36,69;-6;5,42;19,29;-9,99;-1,23;-7,32;-13,69;15,02;3,87;-15,73;33,87;19,85;-15,25;-17,53;-4,33;-1,64;-20,41;-12,81;20,96;8,45;-0,63;6,42;-8,13;-19,38;38,6;-10,82;-8,41;24,66;36,8;6,33;30,35;73,02;52,19;21,91;-2,44;-25,75;-1,06;-78,84;26,33;38,01;-11,42;-0,39;1,3;-34,66;-78,47;49,67;-60,59;-79,62;30,06;4,66;-45,16;-6,96;-24,75;30,4;34,19;-82,18;-91,37;-58,35;11,16;-9,83;15,08;150,37;-38,41;-110,54;-49,68;79,83;19,1;137,19;35,19;-24,57;-41,94;35,69;48,22;-90,68;11,04;21,01;-28,01;-6,54;-31,19;-38,8;84,96;112,9;-39,53;25,57;-1,73;59,5;0,99;-52,8;-18,46;-70,97;94,62;11,38;97,03;-152,49;-47,96;68,68;-3,01;-7,17;-43,61;44,84;-87,51;-17,14;109,79;4,1;5,52;-50,49;-69,14;318,68;33,03;-417,33;48,27;-38,59;7,01;-94,55;450,38;-32,95;-49,98;58,61;-19,6;150,12;132,89;87,15;219,88;32,78;2,03;-14,08;3,84;203,89;-157,9;-79,26;54,04;-171,52;-114,9;5,25;-397,99;-54,21;-72,36;-100,51;-26,01;-35,65;11,82;193,36;-113,89;-23,99;-270,65;164,41;200,67;-171,72;81,52;217,99;61,25;284,34;212,04;-23,18;-117,91;-115,98;110,6;-242,85;-175,52;-38,63;-234,34;-2,32
0,9;-7,8;5,82;9,17;-12,58;-12,2;3,92;-5;-10,94;-10,96;7,63;-0,2;-5,54;-8,79;16,08;7,43;-1,23;11,12;0,02;27,72;0,76;0,97;14,04;-5,73;-11,18;-6,61;2,36;-9,02;-13,92;-11,16;-15,41;-10,16;11,47;18,19;0;1,35;-6,66;-0,77;14,06;8,35;3,84;26,52;15,56;-10,21;12,13;-7,81;-15,93;12,09;13,51;15,28;-4,38;5,59;24,43;-12,26;9,34;22,48;17,65;5,98;18,97;-6,05;-20,89;18,07;2,18;2,68;-12,36;-5,88;27,69;10,05;-13,41;31,28;5,56;-0,86;-1,79;-13,5;-12,62;-11,52;29,62;46,17;27,31;42,44;2,92;-2,84;-16,59;-61,46;32;60,76;-39,84;37,23;-28,08;-66,84;12,01;1,98;-12,9;36,95;44,79;7,49;6,41;-34,67;6,45;-15,53;54,34;-42,11;-146,51;-29,61;58,69;0,03;0,93;-2,89;-33,35;-65,76;-19,23;68,94;-95,46;-7,5;-17,9;-7,75;32,85;0,2;-33,6;65,2;-29,91;-22,63;-9,79;17,76;-40,74;-2,71;9,46;-14,1;-38,9;-4,05;-21,86;32,88;-61,18;-79,43;114,35;9,65;36,69;23,91;72,12;86,92;-77,63;141,85;1,6;35,9;-95,38;2,58;117,54;42,27;33,34;4,62;-61,45;-9,66;-76,75;-16,35;-16,47;83,14;68,21;-57,67;79,98;25,07;-5,59;190,85;-31,31;-68,31;13;-2,23;-5,32;-123,13;-47,2;85,09;-38,55;-21,51;33,25;125,72;26,66;8,95;-168,73;152,4;10,5;-26,12;210,63;-14,41;-70,63;-66,91;164,43;18,49;-212,7;151,2;226,07;-34,98;31,91;182,45;-73,23;93,59;-62,17;152,26;4,34;-232,04;90,78;-17,98;66,53
1,65;13,11;4,56;9,33;-12,65;-1,3;-8,87;-0,97;6,17;-8;6,83;9,51;-0,7;-1,11;14,6;11,16;4,28;-1,54;-0,52;14,71;4,25;14,18;13,08;-12,67;-0,65;0,96;-0,56;-4,86;-1,9;-12,9;-24,86;3,75;11,41;-2,4;4,57;5,89;-4,91;-3,16;1,36;9,33;3,1;11,85;8,46;-1,73;11,75;-7,37;-11,91;11,25;9,44;10,52;11,02;-10,03;25,94;-4,24;-8,26;14,54;26,09;-4,59;17,84;12,25;-22,08;32,05;-9,38;-3,35;-22,41;-4,9;5,78;-12,91;7,06;23,02;12,41;-1,59;-5,34;-1,33;2,19;-15,86;11,46;17,51;12,63;7,02;11,76;-2,82;-2,6;-30,19;25,65;17,69;-19,24;-0,04;-20,95;-18,13;9,07;-3,4;-2,9;17,28;-5,53;-12,52;-0,76;-31,53;2,15;-19,71;50,24;-20,28;-77,73;-9,07;27,6;26,75;11,72;-9,75;-13,98;-38,04;6,24;32,59;-64,14;22,55;16,43;16,77;6,93;-9,43;-13,69;6,93;12,82;-3,4;-18,59;5,24;-1,35;32,88;-1,69;-28,75;-0,44;-6,74;-8,18;32,78;0,32;-76,26;104,4;8,09;36,92;27,58;46,82;38,44;-76,36;10,04;0,18;12,21;-54,96;18,95;100,48;29,54;-53,83;13,06;-19,78;-19,64;-59,84;86,68;-58,44;17,2;14,76;23,89;68,52;33,86;23,53;69,06;-5,9;-39,44;12,35;-19,19;41,44;-54,47;55,59;5,7;29,45;-23,91;14,48;28,53;-0,51;21,75;-47,65;8,52;-2,8;19,54;140,92;47,43;-52,63;-62,61;60,31;-7,44;-100,82;16,4;167,46;-37,11;59,01;120,74;-2,28;13,64;-48,01;82;-63,45;-132,45;55,24;-44,71;49,26
-2,93;7,21;4,39;4,93;-4,75;-10,74;-1,29;3,46;1,18;-11,69;2,98;14,42;-6,05;-1,94;13,11;3,75;21,21;-9,34;3,8;2,76;-1,39;11,72;13,24;-5;-3,04;0,09;-10,04;-6,71;-1,42;4,47;-17,2;-4,37;1,02;-0,73;-10,71;-6,5;2,7;0,78;11,56;13,94;-10,31;2,18;18,34;2,12;-4,33;9,14;15,08;12,04;-2,04;20,5;13,86;-22,07;15,85;-14,54;-3,51;11,23;6,78;35,67;15,34;0,85;-2,21;12,24;-6,63;2,73;-8,25;-13,53;-9,03;27,54;-4,26;9,23;22,88;3,75;1,29;2,57;-1,04;1,55;-6,1;13,01;-7,47;-0,4;-6,66;3,67;-11,05;-46,28;-2,79;12,97;-34,82;20,82;44,89;8,13;-0,78;-0,07;-9,55;21,57;-3,13;-20,59;-12,29;9,9;-61,02;55,13;69,37;-18,12;-37,94;0,68;75,45;3,63;10,68;2,91;10,89;0,05;-8,95;24,35;2,24;10,38;-27,08;-53,77;-5,38;13,16;-46,34;-7,25;7,6;-21,22;19,54;-21,93;-2,4;14,7;-29,31;7,74;-9,36;11,51;6,48;65,49;-93,14;30,26;-15,55;-5,82;6,65;-54,98;-39,72;15,35;27,28;36,76;5,96;9,48;-19,49;-9,19;92,23;4,29;-53,1;23,36;-1,94;17,95;-52,97;109,29;2,7;-22,32;46,79;25,72;55,54;51,62;35,04;51,27;8,89;77,39;-17,75;141,78;37,48;-52,14;34,51;-6,72;-51,33;-47,92;-30,93;-62,47;-20,07;-108,71;19,86;106,71;-23,66;-23,19;-18,83;30,12;3,8;-48,68;-21,44;32,93;-14,15;-8,35;15,31;-51,29;69,42;117,47;-32,05;60,34;-43,35;59,23;-37,3;-33,62;-113,57;-105,29;23,19
-8,24;3,68;-5,25;8,89;-4,62;2,2;1,36;-2,25;-5,54;-0,09;17,32;13,61;-3,62;8,47;15,03;4,11;7,42;2,36;-12,46;32,54;-1,58;13,2;21,15;-5,62;1,14;10,76;3,45;5,77;-2,85;-21,21;-9,02;-7,68;16,02;18,16;22,55;-22,2;-4,3;12,53;-5,73;-17,31;23,02;30,93;8,58;1,7;28,53;-28,21;-13,46;10,88;7,35;7,42;20,5;-15,91;9,32;17,2;19,4;15,6;32,3;-14,73;11,64;-4,33;-26,5;53,15;-4,25;-16,45;-9,26;2,08;30,9;-4,97;14,94;31,58;-7,44;29,46;5,56;6,04;8;-27,9;30,63;45,23;50,96;-49,83;18,67;-0,59;-21,43;-59,18;47,11;81,74;-6,92;14,43;-54,76;-75,83;12,5;-19,94;45,84;38,19;22,06;-11,55;-43,91;-92,87;32,76;-35,92;-5,03;7,07;-151,59;-50,65;30,84;65,67;33,39;-4,49;-48,04;-21,87;23,18;67,79;-125,56;52,35;18,73;34,76;-29,33;-20,27;-0,44;42,15;0,81;51,48;-19,6;55,5;-23,86;-30,4;46,76;-51,27;-67,41;63,7;-39,95;60,52;-55;-136,09;156,3;-47,8;47,59;100,88;101,68;49,88;-117,23;104,95;-18,43;-86,49;-94,47;-57,13;164,16;90,36;19,05;61,26;-59,33;-34,96;-33,05;-6,62;-67,08;-31,16;-73,16;83,46;32;63;-21,71;223,52;-4,42;-115,94;23,09;-69,08;-11,16;-130,96;65,04;-107,74;132,87;-11,69;41,74;115,93;47,33;55,03;-187,86;123,19;19,35;149,68;294,3;-2,92;-68,2;-127,6;206,46;74,79;-226,05;119,53;342,42;33,09;72,65;206,03;154,12;112,31;-95,06;176,4;6,22;-279,45;208,6;-59,59;128,73
-0,4;-4,78;9,84;7,13;-5,6;-3,58;-2,13;-9,03;14,81;-16,61;16,12;9,05;-8,7;1,32;6,42;10,89;9,33;2,92;9,08;16,41;1,54;-10,87;5,34;8,02;-4,09;-12,81;15,16;-3,62;-1,74;-3,5;-23,71;19,92;-8,08;28,55;-9,61;-2,93;1,46;1,51;29,48;6,07;-8,19;-10,23;5,76;0,19;-7,09;-13,68;15,14;-0,31;2,09;19,95;19,26;-10,57;6,68;-12,81;-2,61;-6,23;-5,96;19,96;19,77;-2,14;0,95;14,73;-11,67;16,24;-9,91;-50,26;-3,65;50,81;1,97;15,48;42,86;-13,67;-8,15;-5,26;-21,69;-4,66;-44,48;8,35;8,19;46,44;-10,37;32,16;-11,25;-45,72;11,67;-36,95;-47,85;35,33;-11,79;-59,5;-46,55;-0,94;-15,28;-32,17;-37,67;-37,17;-2,44;-12,24;-50,61;-4,3;110,65;-59,69;-40,02;-17,92;52,4;7,58;66,7;-21,37;-17,65;-60,62;6,89;8,88;-31,9;46,6;66,25;-0,04;-16,8;-45,35;-53,46;-9,1;71,11;-50,98;-26,08;9,06;28,76;-20,91;-53,8;-101,19;-49,91;-13,23;23,43;46,85;9,27;-58,14;152,13;-18,99;-21,4;-65,79;52,91;-51,49;-47,86;1,2;15,42;77,33;-2,11;13,78;157,52;-7,54;-232,2;36,8;-106,64;-30,48;-49,63;229,22;-155,28;7,08;68,66;20,2;97,87;82,05;51,06;88,58;2,07;-27,17;40,87;-17,72;114,29;-166,06;-67,42;84,58;-117,27;-72,1;33,26;-224,25;-42,29;-62,08;49,78;25,34;-17,66;26,99;259;42,53;-86,44;-134,28;42,87;-10,78;-137,92;-51,75;443,64;-12,88;150,28;226,35;-70,2;-7,6;-166,85;70,58;-112,33;-272,98;-215,47;-146,38;-45,49
